run_id,method,backbone,seed,split,metric,value,timestamp,git_sha,git_dirty
comparison-seed42-20260801-011036,comparison,resnet18,42.0,test,n_parameters,11308868.0,2026-08-01T01:10:36+00:00,0e8e107,1
comparison-seed42-20260801-011036,comparison,resnet18,42.0,test,test_accuracy,0.9064096609382256,2026-08-01T01:10:36+00:00,0e8e107,1
comparison-seed42-20260801-011036,comparison,resnet18,42.0,test,test_f1_macro,0.8625594948650407,2026-08-01T01:10:36+00:00,0e8e107,1
comparison-seed42-20260801-011036,comparison,resnet18,42.0,test,test_loss,0.2991148774653562,2026-08-01T01:10:36+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,best_val_loss,0.3230455962399507,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,finetune.best_val_loss,0.3230455962399507,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,finetune.epochs_completed,10.0,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,finetune.global_epoch_offset,15.0,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,head.best_val_loss,0.4962590333914595,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,head.epochs_completed,5.0,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,head.global_epoch_offset,5.0,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,n_parameters,11308868.0,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,test_accuracy,0.8978169995355318,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,test_f1_macro,0.852027987860859,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed43-20260801-012007,comparison,resnet18,43.0,test,test_loss,0.3194715121122491,2026-08-01T01:20:07+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,best_val_loss,0.3272001698911286,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,finetune.best_val_loss,0.3272001698911286,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,finetune.epochs_completed,10.0,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,finetune.global_epoch_offset,15.0,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,head.best_val_loss,0.5124198473934667,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,head.epochs_completed,5.0,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,head.global_epoch_offset,5.0,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,n_parameters,11308868.0,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,test_accuracy,0.9022294472828613,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,test_f1_macro,0.8543823040125503,2026-08-01T01:29:41+00:00,0e8e107,1
comparison-seed44-20260801-012941,comparison,resnet18,44.0,test,test_loss,0.3192755355894621,2026-08-01T01:29:41+00:00,0e8e107,1
