method,model_name,corruption,group,severity,n_images,accuracy,f1_macro,f1_Neither,f1_Only_Fire,f1_Only_Smoke,f1_Both,accuracy_drop,relative_drop_pct,seed,checkpoint
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,1,4306,0.8699489084997678,0.8108033247422641,0.93613786112519,0.63,0.8566508824795523,0.8204245553643144,0.00859266140269388,0.9780597409463349,45,C:\git\fireDetection\checkpoints\iteration2-seed45\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,1,4306,0.8757547607988853,0.8347814348992664,0.9279509453244762,0.7181467181467182,0.8459016393442623,0.8471264367816091,0.009289363678588014,1.049593282602991,46,C:\git\fireDetection\checkpoints\iteration2-seed46\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,1,4306,0.8815606130980028,0.8447601009056274,0.9280778090606604,0.7372708757637475,0.8476767676767677,0.8660149511213341,0.009057129586623303,1.0169491525423713,42,C:\git\fireDetection\checkpoints\iteration3-seed42\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,1,4306,0.8836507199256851,0.8464833864320014,0.9308143987745724,0.7392197125256673,0.8496573962112052,0.8662420382165605,0.009986065954482148,1.1174636174636208,43,C:\git\fireDetection\checkpoints\iteration3-seed43\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,1,4306,0.873664653971203,0.8351017979786632,0.922644881286699,0.7225548902195609,0.8392500997207818,0.8559573206876111,0.01370181142591731,1.544098403559276,44,C:\git\fireDetection\checkpoints\iteration3-seed44\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,1,4306,0.8850441244774733,0.8540686815519853,0.9295489102889002,0.7705627705627706,0.8453441295546559,0.8708189158016147,0.010450534138411571,1.167012448132786,45,C:\git\fireDetection\checkpoints\iteration3-seed45\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,1,4306,0.8766836971667441,0.8374769473877287,0.925388337153043,0.7246376811594203,0.8425738567381627,0.8573079145002889,0.009986065954482148,1.1262441068622349,46,C:\git\fireDetection\checkpoints\iteration3-seed46\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,2,4306,0.8704133766836971,0.8300816476465043,0.9249492900608519,0.7195357833655706,0.8348397699260477,0.8410017472335469,0.02392011147236417,2.6746299662425375,42,C:\git\fireDetection\checkpoints\iteration2-seed42\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,2,4306,0.8564793311658151,0.8206201040930283,0.9069356872635561,0.7209775967413442,0.8125250903251706,0.842042042042042,0.02740362285183473,3.1003678402522423,43,C:\git\fireDetection\checkpoints\iteration2-seed43\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,2,4306,0.8704133766836971,0.8122887759477695,0.9364764267990074,0.6467486818980668,0.8480268681780017,0.8179031269160024,0.03065490013934047,3.4020618556701048,44,C:\git\fireDetection\checkpoints\iteration2-seed44\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,2,4306,0.8574082675336739,0.8000020732981542,0.92625669813728,0.6229508196721312,0.831565549427238,0.8192352259559675,0.021133302368787743,2.4054982817869424,45,C:\git\fireDetection\checkpoints\iteration2-seed45\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,2,4306,0.8567115652577798,0.8150920295392585,0.9130434782608695,0.6927374301675978,0.8198957079823506,0.8346915017462165,0.028332559219693465,3.201259511939125,46,C:\git\fireDetection\checkpoints\iteration2-seed46\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,2,4306,0.8594983743613562,0.8270995643590158,0.9042025580788305,0.7269076305220884,0.8198127925117005,0.8574752763234439,0.03111936832326989,3.494132985658413,42,C:\git\fireDetection\checkpoints\iteration3-seed42\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,2,4306,0.8625174175568974,0.8291468030907202,0.907012987012987,0.726530612244898,0.8238969152674737,0.859146697837522,0.03111936832326989,3.482328482328486,43,C:\git\fireDetection\checkpoints\iteration3-seed43\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,2,4306,0.8495123084068741,0.8120276127586605,0.8977987421383647,0.6939571150097466,0.8147584632940281,0.841596130592503,0.03785415699024619,4.265898979324787,44,C:\git\fireDetection\checkpoints\iteration3-seed44\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,2,4306,0.8615884811890385,0.8368128024193728,0.9023883696780893,0.7627118644067796,0.8157589803012746,0.8663919952913478,0.03390617742684632,3.786307053941915,45,C:\git\fireDetection\checkpoints\iteration3-seed45\best_model.pt
iteration3,MobileNetV3-Small robust,brightness_down,seen_in_training,2,4306,0.8567115652577798,0.82034088468777,0.9023376623376623,0.7056451612903226,0.81875,0.854630715123095,0.029958197863446445,3.3787323205867046,46,C:\git\fireDetection\checkpoints\iteration3-seed46\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,3,4306,0.8411518810961449,0.7978800128277781,0.9022066198595787,0.6789667896678967,0.7933609958506224,0.8169856459330144,0.05318160705991637,5.946507400675147,42,C:\git\fireDetection\checkpoints\iteration2-seed42\best_model.pt
iteration2,MobileNetV3-Small,brightness_down,seen_in_training,3,4306,0.8300046446818393,0.7932393513618464,0.8844801607232546,0.688588007736944,0.7743778049775601,0.825511432009627,0.053878309335810504,6.095638465580662,43,C:\git\fireDetection\checkpoints\iteration2-seed43\best_model.pt
