order,tensor,producer_node,op_type,fp32_absmax,int8_absmax,fp32_all_zero,int8_all_zero,diverged_to_zero,scale,zero_point
0,/model.0/conv/Conv_output_0,/model.0/conv/Conv,Conv,98.19371795654297,97.81751251220703,0,0,0,,
1,/model.0/conv/Conv_output_0_QuantizeLinear_Output,/model.0/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,98.19371795654297,255.0,0,0,0,0.684492290019989,129.0
2,/model.0/conv/Conv_output_0_DequantizeLinear_Output,/model.0/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,98.19371795654297,86.9305191040039,0,0,0,0.684492290019989,129.0
3,/model.0/act/Sigmoid_output_0,/model.0/act/Sigmoid,Sigmoid,1.0,1.0,0,0,0,,
4,/model.0/act/Sigmoid_output_0_QuantizeLinear_Output,/model.0/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,1.0,255.0,0,0,0,0.00392156932502985,0.0
5,/model.0/act/Sigmoid_output_0_DequantizeLinear_Output,/model.0/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,1.0,1.0000001192092896,0,0,0,0.00392156932502985,0.0
6,/model.0/act/Mul_output_0,/model.0/act/Mul,Mul,98.19371795654297,86.24603271484375,0,0,0,,
7,/model.0/act/Mul_output_0_QuantizeLinear_Output,/model.0/act/Mul_output_0_QuantizeLinear,QuantizeLinear,98.19371795654297,255.0,0,0,0,0.339510053396225,1.0
8,/model.0/act/Mul_output_0_DequantizeLinear_Output,/model.0/act/Mul_output_0_DequantizeLinear,DequantizeLinear,98.19371795654297,86.23554992675781,0,0,0,0.339510053396225,1.0
9,/model.1/conv/Conv_output_0,/model.1/conv/Conv,Conv,177.55892944335938,177.0831756591797,0,0,0,,
10,/model.1/conv/Conv_output_0_QuantizeLinear_Output,/model.1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,177.55892944335938,241.0,0,0,0,1.563035011291504,128.0
11,/model.1/conv/Conv_output_0_DequantizeLinear_Output,/model.1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,177.55892944335938,176.62295532226562,0,0,0,1.563035011291504,128.0
12,/model.1/act/Sigmoid_output_0,/model.1/act/Sigmoid,Sigmoid,1.0,1.0,0,0,0,,
13,/model.1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,1.0,255.0,0,0,0,0.00392156932502985,0.0
14,/model.1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,1.0,1.0000001192092896,0,0,0,0.00392156932502985,0.0
15,/model.1/act/Mul_output_0,/model.1/act/Mul,Mul,177.55892944335938,176.6229705810547,0,0,0,,
16,/model.1/act/Mul_output_0_QuantizeLinear_Output,/model.1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,177.55892944335938,227.0,0,0,0,0.7789710164070129,0.0
17,/model.1/act/Mul_output_0_DequantizeLinear_Output,/model.1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,177.55892944335938,176.826416015625,0,0,0,0.7789710164070129,0.0
18,/model.2/cv1/conv/Conv_output_0,/model.2/cv1/conv/Conv,Conv,214.54830932617188,212.28640747070312,0,0,0,,
19,/model.2/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.2/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,214.54830932617188,255.0,0,0,0,1.1230556964874268,155.0
20,/model.2/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.2/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,214.54830932617188,174.07363891601562,0,0,0,1.1230556964874268,155.0
21,/model.2/cv1/act/Sigmoid_output_0,/model.2/cv1/act/Sigmoid,Sigmoid,1.0,1.0,0,0,0,,
22,/model.2/cv1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.2/cv1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,1.0,255.0,0,0,0,0.00392156932502985,0.0
23,/model.2/cv1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.2/cv1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,1.0,1.0000001192092896,0,0,0,0.00392156932502985,0.0
24,/model.2/cv1/act/Mul_output_0,/model.2/cv1/act/Mul,Mul,117.031982421875,112.30558776855469,0,0,0,,
25,/model.2/cv1/act/Mul_output_0_QuantizeLinear_Output,/model.2/cv1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,117.031982421875,255.0,0,0,0,0.44233477115631104,1.0
26,/model.2/cv1/act/Mul_output_0_DequantizeLinear_Output,/model.2/cv1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,117.031982421875,112.35303497314453,0,0,0,0.44233477115631104,1.0
27,/model.2/Split_output_0,/model.2/Split,Split,117.031982421875,112.35303497314453,0,0,0,,
28,/model.2/Split_output_1,/model.2/Split,Split,68.26998901367188,67.2348861694336,0,0,0,,
29,/model.2/Split_output_0_QuantizeLinear_Output,/model.2/Split_output_0_QuantizeLinear,QuantizeLinear,117.031982421875,255.0,0,0,0,0.44233477115631104,1.0
30,/model.2/Split_output_1_QuantizeLinear_Output,/model.2/Split_output_1_QuantizeLinear,QuantizeLinear,68.26998901367188,153.0,0,0,0,0.44233477115631104,1.0
31,/model.2/Split_output_0_DequantizeLinear_Output,/model.2/Split_output_0_DequantizeLinear,DequantizeLinear,117.031982421875,112.35303497314453,0,0,0,0.44233477115631104,1.0
32,/model.2/Split_output_1_DequantizeLinear_Output,/model.2/Split_output_1_DequantizeLinear,DequantizeLinear,68.26998901367188,67.2348861694336,0,0,0,0.44233477115631104,1.0
33,/model.2/m.0/cv1/conv/Conv_output_0,/model.2/m.0/cv1/conv/Conv,Conv,17.433990478515625,17.124832153320312,0,0,0,,
34,/model.2/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.2/m.0/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,17.433990478515625,252.0,0,0,0,0.10550621896982193,177.0
35,/model.2/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.2/m.0/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,17.433990478515625,17.09200668334961,0,0,0,0.10550621896982193,177.0
36,/model.2/m.0/cv1/act/Sigmoid_output_0,/model.2/m.0/cv1/act/Sigmoid,Sigmoid,0.9996407628059387,0.9996341466903687,0,0,0,,
37,/model.2/m.0/cv1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.2/m.0/cv1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9996407628059387,255.0,0,0,0,0.0039205425418913364,0.0
38,/model.2/m.0/cv1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.2/m.0/cv1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9996407628059387,0.999738335609436,0,0,0,0.0039205425418913364,0.0
39,/model.2/m.0/cv1/act/Mul_output_0,/model.2/m.0/cv1/act/Mul,Mul,7.928361892700195,7.910895824432373,0,0,0,,
40,/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output,/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,7.928361892700195,245.0,0,0,0,0.033429425209760666,8.0
41,/model.2/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output,/model.2/m.0/cv1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,7.928361892700195,7.922773838043213,0,0,0,0.033429425209760666,8.0
42,/model.2/m.0/cv2/conv/Conv_output_0,/model.2/m.0/cv2/conv/Conv,Conv,81.02581024169922,76.28301239013672,0,0,0,,
43,/model.2/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output,/model.2/m.0/cv2/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,81.02581024169922,214.0,0,0,0,0.5916031002998352,140.0
44,/model.2/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output,/model.2/m.0/cv2/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,81.02581024169922,76.31680297851562,0,0,0,0.5916031002998352,140.0
45,/model.2/m.0/cv2/act/Sigmoid_output_0,/model.2/m.0/cv2/act/Sigmoid,Sigmoid,1.0,1.0,0,0,0,,
46,/model.2/m.0/cv2/act/Sigmoid_output_0_QuantizeLinear_Output,/model.2/m.0/cv2/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,1.0,255.0,0,0,0,0.00392156932502985,0.0
47,/model.2/m.0/cv2/act/Sigmoid_output_0_DequantizeLinear_Output,/model.2/m.0/cv2/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,1.0,1.0000001192092896,0,0,0,0.00392156932502985,0.0
48,/model.2/m.0/cv2/act/Mul_output_0,/model.2/m.0/cv2/act/Mul,Mul,43.49214553833008,43.77863311767578,0,0,0,,
49,/model.2/m.0/cv2/act/Mul_output_0_QuantizeLinear_Output,/model.2/m.0/cv2/act/Mul_output_0_QuantizeLinear,QuantizeLinear,43.49214553833008,164.0,0,0,0,0.2681736350059509,1.0
50,/model.2/m.0/cv2/act/Mul_output_0_DequantizeLinear_Output,/model.2/m.0/cv2/act/Mul_output_0_DequantizeLinear,DequantizeLinear,43.49214553833008,43.712303161621094,0,0,0,0.2681736350059509,1.0
51,/model.2/m.0/Add_output_0,/model.2/m.0/Add,Add,68.90814208984375,69.50201416015625,0,0,0,,
52,/model.2/m.0/Add_output_0_QuantizeLinear_Output,/model.2/m.0/Add_output_0_QuantizeLinear,QuantizeLinear,68.90814208984375,230.0,0,0,0,0.30545029044151306,2.0
53,/model.2/m.0/Add_output_0_DequantizeLinear_Output,/model.2/m.0/Add_output_0_DequantizeLinear,DequantizeLinear,68.90814208984375,69.64266967773438,0,0,0,0.30545029044151306,2.0
54,/model.2/Concat_output_0,/model.2/Concat,Concat,117.031982421875,112.35303497314453,0,0,0,,
55,/model.2/Concat_output_0_QuantizeLinear_Output,/model.2/Concat_output_0_QuantizeLinear,QuantizeLinear,117.031982421875,254.0,0,0,0,0.44342678785324097,1.0
56,/model.2/Concat_output_0_DequantizeLinear_Output,/model.2/Concat_output_0_DequantizeLinear,DequantizeLinear,117.031982421875,112.18697357177734,0,0,0,0.44342678785324097,1.0
57,/model.2/cv2/conv/Conv_output_0,/model.2/cv2/conv/Conv,Conv,97.59835052490234,95.78013610839844,0,0,0,,
58,/model.2/cv2/conv/Conv_output_0_QuantizeLinear_Output,/model.2/cv2/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,97.59835052490234,223.0,0,0,0,0.635811984539032,177.0
59,/model.2/cv2/conv/Conv_output_0_DequantizeLinear_Output,/model.2/cv2/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,97.59835052490234,96.00760650634766,0,0,0,0.635811984539032,177.0
60,/model.2/cv2/act/Sigmoid_output_0,/model.2/cv2/act/Sigmoid,Sigmoid,1.0,1.0,0,0,0,,
61,/model.2/cv2/act/Sigmoid_output_0_QuantizeLinear_Output,/model.2/cv2/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,1.0,255.0,0,0,0,0.003921568859368563,0.0
62,/model.2/cv2/act/Sigmoid_output_0_DequantizeLinear_Output,/model.2/cv2/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,1.0,1.0,0,0,0,0.003921568859368563,0.0
63,/model.2/cv2/act/Mul_output_0,/model.2/cv2/act/Mul,Mul,29.994096755981445,29.247350692749023,0,0,0,,
64,/model.2/cv2/act/Mul_output_0_QuantizeLinear_Output,/model.2/cv2/act/Mul_output_0_QuantizeLinear,QuantizeLinear,29.994096755981445,150.0,0,0,0,0.19658353924751282,1.0
65,/model.2/cv2/act/Mul_output_0_DequantizeLinear_Output,/model.2/cv2/act/Mul_output_0_DequantizeLinear,DequantizeLinear,29.994096755981445,29.29094696044922,0,0,0,0.19658353924751282,1.0
66,/model.3/conv/Conv_output_0,/model.3/conv/Conv,Conv,16.091493606567383,15.502558708190918,0,0,0,,
67,/model.3/conv/Conv_output_0_QuantizeLinear_Output,/model.3/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,16.091493606567383,213.0,0,0,0,0.14355862140655518,135.0
68,/model.3/conv/Conv_output_0_DequantizeLinear_Output,/model.3/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,16.091493606567383,15.504331588745117,0,0,0,0.14355862140655518,135.0
69,/model.3/act/Sigmoid_output_0,/model.3/act/Sigmoid,Sigmoid,0.9999881982803345,0.9999862909317017,0,0,0,,
70,/model.3/act/Sigmoid_output_0_QuantizeLinear_Output,/model.3/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9999881982803345,255.0,0,0,0,0.003921568859368563,0.0
71,/model.3/act/Sigmoid_output_0_DequantizeLinear_Output,/model.3/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9999881982803345,1.0,0,0,0,0.003921568859368563,0.0
72,/model.3/act/Mul_output_0,/model.3/act/Mul,Mul,11.351375579833984,11.197572708129883,0,0,0,,
73,/model.3/act/Mul_output_0_QuantizeLinear_Output,/model.3/act/Mul_output_0_QuantizeLinear,QuantizeLinear,11.351375579833984,167.0,0,0,0,0.06848941743373871,4.0
74,/model.3/act/Mul_output_0_DequantizeLinear_Output,/model.3/act/Mul_output_0_DequantizeLinear,DequantizeLinear,11.351375579833984,11.163775444030762,0,0,0,0.06848941743373871,4.0
75,/model.4/cv1/conv/Conv_output_0,/model.4/cv1/conv/Conv,Conv,15.067728042602539,15.576623916625977,0,0,0,,
76,/model.4/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.4/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,15.067728042602539,235.0,0,0,0,0.10739009082317352,144.0
77,/model.4/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.4/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,15.067728042602539,15.464173316955566,0,0,0,0.10739009082317352,144.0
78,/model.4/cv1/act/Sigmoid_output_0,/model.4/cv1/act/Sigmoid,Sigmoid,0.9999760389328003,0.9999430775642395,0,0,0,,
79,/model.4/cv1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.4/cv1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9999760389328003,255.0,0,0,0,0.0039215427823364735,0.0
80,/model.4/cv1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.4/cv1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9999760389328003,0.9999933838844299,0,0,0,0.0039215427823364735,0.0
81,/model.4/cv1/act/Mul_output_0,/model.4/cv1/act/Mul,Mul,10.64047908782959,9.772433280944824,0,0,0,,
82,/model.4/cv1/act/Mul_output_0_QuantizeLinear_Output,/model.4/cv1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,10.64047908782959,210.0,0,0,0,0.04788936302065849,6.0
83,/model.4/cv1/act/Mul_output_0_DequantizeLinear_Output,/model.4/cv1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,10.64047908782959,9.769430160522461,0,0,0,0.04788936302065849,6.0
84,/model.4/Split_output_0,/model.4/Split,Split,10.64047908782959,9.769430160522461,0,0,0,,
85,/model.4/Split_output_1,/model.4/Split,Split,6.092362880706787,6.081949234008789,0,0,0,,
86,/model.4/Split_output_0_QuantizeLinear_Output,/model.4/Split_output_0_QuantizeLinear,QuantizeLinear,10.64047908782959,210.0,0,0,0,0.04788936302065849,6.0
87,/model.4/Split_output_1_QuantizeLinear_Output,/model.4/Split_output_1_QuantizeLinear,QuantizeLinear,6.092362880706787,133.0,0,0,0,0.04788936302065849,6.0
88,/model.4/Split_output_0_DequantizeLinear_Output,/model.4/Split_output_0_DequantizeLinear,DequantizeLinear,10.64047908782959,9.769430160522461,0,0,0,0.04788936302065849,6.0
89,/model.4/Split_output_1_DequantizeLinear_Output,/model.4/Split_output_1_DequantizeLinear,DequantizeLinear,6.092362880706787,6.081949234008789,0,0,0,0.04788936302065849,6.0
90,/model.4/m.0/cv1/conv/Conv_output_0,/model.4/m.0/cv1/conv/Conv,Conv,7.173346519470215,7.280205726623535,0,0,0,,
91,/model.4/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.4/m.0/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,7.173346519470215,205.0,0,0,0,0.0825745016336441,117.0
92,/model.4/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.4/m.0/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,7.173346519470215,7.266556262969971,0,0,0,0.0825745016336441,117.0
93,/model.4/m.0/cv1/act/Sigmoid_output_0,/model.4/m.0/cv1/act/Sigmoid,Sigmoid,0.9992338418960571,0.9993019104003906,0,0,0,,
94,/model.4/m.0/cv1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.4/m.0/cv1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9992338418960571,255.0,0,0,0,0.003921525087207556,0.0
95,/model.4/m.0/cv1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.4/m.0/cv1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9992338418960571,0.9999889135360718,0,0,0,0.003921525087207556,0.0
96,/model.4/m.0/cv1/act/Mul_output_0,/model.4/m.0/cv1/act/Mul,Mul,7.167850494384766,7.266475677490234,0,0,0,,
97,/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output,/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,7.167850494384766,165.0,0,0,0,0.04583011567592621,6.0
98,/model.4/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output,/model.4/m.0/cv1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,7.167850494384766,7.286988258361816,0,0,0,0.04583011567592621,6.0
99,/model.4/m.0/cv2/conv/Conv_output_0,/model.4/m.0/cv2/conv/Conv,Conv,15.324333190917969,14.6014986038208,0,0,0,,
100,/model.4/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output,/model.4/m.0/cv2/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,15.324333190917969,230.0,0,0,0,0.10252895206212997,154.0
101,/model.4/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output,/model.4/m.0/cv2/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,15.324333190917969,14.559111595153809,0,0,0,0.10252895206212997,154.0
102,/model.4/m.0/cv2/act/Sigmoid_output_0,/model.4/m.0/cv2/act/Sigmoid,Sigmoid,0.9996036291122437,0.9995871782302856,0,0,0,,
103,/model.4/m.0/cv2/act/Sigmoid_output_0_QuantizeLinear_Output,/model.4/m.0/cv2/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9996036291122437,255.0,0,0,0,0.003921445459127426,0.0
104,/model.4/m.0/cv2/act/Sigmoid_output_0_DequantizeLinear_Output,/model.4/m.0/cv2/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9996036291122437,0.9999685883522034,0,0,0,0.003921445459127426,0.0
105,/model.4/m.0/cv2/act/Mul_output_0,/model.4/m.0/cv2/act/Mul,Mul,7.829554080963135,7.791955947875977,0,0,0,,
106,/model.4/m.0/cv2/act/Mul_output_0_QuantizeLinear_Output,/model.4/m.0/cv2/act/Mul_output_0_QuantizeLinear,QuantizeLinear,7.829554080963135,194.0,0,0,0,0.04176052659749985,7.0
107,/model.4/m.0/cv2/act/Mul_output_0_DequantizeLinear_Output,/model.4/m.0/cv2/act/Mul_output_0_DequantizeLinear,DequantizeLinear,7.829554080963135,7.809218406677246,0,0,0,0.04176052659749985,7.0
108,/model.4/m.0/Add_output_0,/model.4/m.0/Add,Add,11.160355567932129,11.362584114074707,0,0,0,,
109,/model.4/m.0/Add_output_0_QuantizeLinear_Output,/model.4/m.0/Add_output_0_QuantizeLinear,QuantizeLinear,11.160355567932129,227.0,0,0,0,0.05268890783190727,11.0
110,/model.4/m.0/Add_output_0_DequantizeLinear_Output,/model.4/m.0/Add_output_0_DequantizeLinear,DequantizeLinear,11.160355567932129,11.380804061889648,0,0,0,0.05268890783190727,11.0
111,/model.4/Concat_output_0,/model.4/Concat,Concat,11.160355567932129,11.380804061889648,0,0,0,,
112,/model.4/Concat_output_0_QuantizeLinear_Output,/model.4/Concat_output_0_QuantizeLinear,QuantizeLinear,11.160355567932129,227.0,0,0,0,0.05268890783190727,11.0
113,/model.4/Concat_output_0_DequantizeLinear_Output,/model.4/Concat_output_0_DequantizeLinear,DequantizeLinear,11.160355567932129,11.380804061889648,0,0,0,0.05268890783190727,11.0
114,/model.4/cv2/conv/Conv_output_0,/model.4/cv2/conv/Conv,Conv,11.154073715209961,11.304000854492188,0,0,0,,
115,/model.4/cv2/conv/Conv_output_0_QuantizeLinear_Output,/model.4/cv2/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,11.154073715209961,236.0,0,0,0,0.09401611238718033,142.0
116,/model.4/cv2/conv/Conv_output_0_DequantizeLinear_Output,/model.4/cv2/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,11.154073715209961,11.281933784484863,0,0,0,0.09401611238718033,142.0
117,/model.4/cv2/act/Sigmoid_output_0,/model.4/cv2/act/Sigmoid,Sigmoid,0.9998311996459961,0.9998548030853271,0,0,0,,
118,/model.4/cv2/act/Sigmoid_output_0_QuantizeLinear_Output,/model.4/cv2/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9998311996459961,255.0,0,0,0,0.003921472933143377,0.0
119,/model.4/cv2/act/Sigmoid_output_0_DequantizeLinear_Output,/model.4/cv2/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9998311996459961,0.9999756217002869,0,0,0,0.003921472933143377,0.0
120,/model.4/cv2/act/Mul_output_0,/model.4/cv2/act/Mul,Mul,8.685626029968262,8.837299346923828,0,0,0,,
121,/model.4/cv2/act/Mul_output_0_QuantizeLinear_Output,/model.4/cv2/act/Mul_output_0_QuantizeLinear,QuantizeLinear,8.685626029968262,214.0,0,0,0,0.042735397815704346,7.0
122,/model.4/cv2/act/Mul_output_0_DequantizeLinear_Output,/model.4/cv2/act/Mul_output_0_DequantizeLinear,DequantizeLinear,8.685626029968262,8.846227645874023,0,0,0,0.042735397815704346,7.0
123,/model.5/conv/Conv_output_0,/model.5/conv/Conv,Conv,7.333230018615723,7.2647786140441895,0,0,0,,
124,/model.5/conv/Conv_output_0_QuantizeLinear_Output,/model.5/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,7.333230018615723,209.0,0,0,0,0.08170589059591293,123.0
125,/model.5/conv/Conv_output_0_DequantizeLinear_Output,/model.5/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,7.333230018615723,7.271824359893799,0,0,0,0.08170589059591293,123.0
126,/model.5/act/Sigmoid_output_0,/model.5/act/Sigmoid,Sigmoid,0.9991903305053711,0.9991129636764526,0,0,0,,
127,/model.5/act/Sigmoid_output_0_QuantizeLinear_Output,/model.5/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9991903305053711,255.0,0,0,0,0.00392148457467556,0.0
128,/model.5/act/Sigmoid_output_0_DequantizeLinear_Output,/model.5/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9991903305053711,0.9999785423278809,0,0,0,0.00392148457467556,0.0
129,/model.5/act/Mul_output_0,/model.5/act/Mul,Mul,7.112324237823486,7.026556015014648,0,0,0,,
130,/model.5/act/Mul_output_0_QuantizeLinear_Output,/model.5/act/Mul_output_0_QuantizeLinear,QuantizeLinear,7.112324237823486,168.0,0,0,0,0.043267872184515,6.0
131,/model.5/act/Mul_output_0_DequantizeLinear_Output,/model.5/act/Mul_output_0_DequantizeLinear,DequantizeLinear,7.112324237823486,7.009395122528076,0,0,0,0.043267872184515,6.0
132,/model.6/cv1/conv/Conv_output_0,/model.6/cv1/conv/Conv,Conv,8.36970329284668,8.29536247253418,0,0,0,,
133,/model.6/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.6/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,8.36970329284668,214.0,0,0,0,0.09981868416070938,131.0
134,/model.6/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.6/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,8.36970329284668,8.284951210021973,0,0,0,0.09981868416070938,131.0
135,/model.6/cv1/act/Sigmoid_output_0,/model.6/cv1/act/Sigmoid,Sigmoid,0.9997682571411133,0.9997477531433105,0,0,0,,
136,/model.6/cv1/act/Sigmoid_output_0_QuantizeLinear_Output,/model.6/cv1/act/Sigmoid_output_0_QuantizeLinear,QuantizeLinear,0.9997682571411133,255.0,0,0,0,0.00392155209556222,0.0
137,/model.6/cv1/act/Sigmoid_output_0_DequantizeLinear_Output,/model.6/cv1/act/Sigmoid_output_0_DequantizeLinear,DequantizeLinear,0.9997682571411133,0.999995768070221,0,0,0,0.00392155209556222,0.0
138,/model.6/cv1/act/Mul_output_0,/model.6/cv1/act/Mul,Mul,8.36776351928711,8.284915924072266,0,0,0,,
139,/model.6/cv1/act/Mul_output_0_QuantizeLinear_Output,/model.6/cv1/act/Mul_output_0_QuantizeLinear,QuantizeLinear,8.36776351928711,173.0,0,0,0,0.04963633790612221,6.0
140,/model.6/cv1/act/Mul_output_0_DequantizeLinear_Output,/model.6/cv1/act/Mul_output_0_DequantizeLinear,DequantizeLinear,8.36776351928711,8.289268493652344,0,0,0,0.04963633790612221,6.0
141,/model.6/Split_output_0,/model.6/Split,Split,6.725551128387451,6.154905796051025,0,0,0,,
142,/model.6/Split_output_1,/model.6/Split,Split,8.36776351928711,8.289268493652344,0,0,0,,
143,/model.6/Split_output_0_QuantizeLinear_Output,/model.6/Split_output_0_QuantizeLinear,QuantizeLinear,6.725551128387451,130.0,0,0,0,0.04963633790612221,6.0
144,/model.6/Split_output_1_QuantizeLinear_Output,/model.6/Split_output_1_QuantizeLinear,QuantizeLinear,8.36776351928711,173.0,0,0,0,0.04963633790612221,6.0
145,/model.6/Split_output_0_DequantizeLinear_Output,/model.6/Split_output_0_DequantizeLinear,DequantizeLinear,6.725551128387451,6.154905796051025,0,0,0,0.04963633790612221,6.0
146,/model.6/Split_output_1_DequantizeLinear_Output,/model.6/Split_output_1_DequantizeLinear,DequantizeLinear,8.36776351928711,8.289268493652344,0,0,0,0.04963633790612221,6.0
147,/model.6/m.0/cv1/conv/Conv_output_0,/model.6/m.0/cv1/conv/Conv,Conv,3.510986804962158,3.294675827026367,0,0,0,,
148,/model.6/m.0/cv2/conv/Conv_output_0,/model.6/m.0/cv2/conv/Conv,Conv,9.001519203186035,8.815537452697754,0,0,0,,
149,/model.6/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output,/model.6/m.0/cv1/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,3.510986804962158,187.0,0,0,0,0.058720532804727554,137.0
150,/model.6/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output,/model.6/m.0/cv2/conv/Conv_output_0_QuantizeLinear,QuantizeLinear,9.001519203186035,158.0,0,0,0,0.13085328042507172,99.0
151,/model.6/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output,/model.6/m.0/cv1/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,3.510986804962158,3.2883498668670654,0,0,0,0.058720532804727554,137.0
152,/model.6/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output,/model.6/m.0/cv2/conv/Conv_output_0_DequantizeLinear,DequantizeLinear,9.001519203186035,8.767169952392578,0,0,0,0.13085328042507172,99.0
153,/model.6/m.0/cv1/act/Sigmoid_output_0,/model.6/m.0/cv1/act/Sigmoid,Sigmoid,0.9507324695587158,0.9495989084243774,0,0,0,,
154,/model.6/m.0/cv2/act/Sigmoid_output_0,/model.6/m.0/cv2/act/Sigmoid,Sigmoid,0.9995732307434082,0.9995564818382263,0,0,0,,
